Sigla;Código;Título;Sub-título;Autores;Data;Tipo;Distribuição;Situação;Nome do arquivo;Projeto;Objeto;Indicador;Arq
#N/D;DNP00030020;Proposta de norma - pN, rochas aglomeradas - determinação da resistência à compressão;;ABILIANE DE ANDRADE PAZETO, Alan Dutra Pedruzzi, ;25/11/2020;Normas ou Procedimentos do Projeto;Reservada;Concluído;DNP00030020_pN_Determinação da resistencia à compressão_Rocha Aglomerada_rev00_[12.11.20].pdf;PRJ02.24;09/00054;;SIM
#N/D;DNP00040020;Proposta de norma - pN, rochas aglomeradas – determinação da densidade aparente e da absorção de água;;ABILIANE DE ANDRADE PAZETO, Alan Pedruzzi, ;25/11/2020;Normas ou Procedimentos do Projeto;Reservada;Concluído;DNP00040020_pN-Determinaçao da densidade aparente e absorção d'agua_Rocha_aglomerada_rev00_[XX.XX.2020].pdf;PRJ02.24;09/00054;;SIM
#N/D;DNP00050020;Proposta de norma - pN, rochas aglomeradas - determinação da resistência à flexão;;ABILIANE DE ANDRADE PAZETO, Alan Dutra Pedruzzi, ;25/11/2020;Normas ou Procedimentos do Projeto;Reservada;Concluído;DNP00050020_pN_Determinação da resistencia à flexão_Rocha Aglomerada_rev00_[12.06.20].pdf;PRJ02.24;09/00054;;SIM
#N/D;DNP00060020;Rochas para revestimento – Determinação da resistência ao escorregamento por meio do método do pêndulo;Normas elaborada CEE - 187;NURIA FERNANDEZ CASTRO, MILLENA BASÍLIO DA SILVA, ABILIANE DE ANDRADE PAZETO, Eduardo Quitete, Fabiano Cabanas Navarro, Antônio Gilberto Costa, Maria Heloisa Barros de Oliveira Frascá, ;15/12/2020;Normas ou Procedimentos do Projeto;Reservada;Concluído;DNP00060020.pdf;PRJ05.15;09/00216;;SIM
#N/D;DNP00070020;Rochas para revestimento - Determinação da resistência ao envelhecimento por choque térmico;Normas elaborada pela CEE-187;Antônio Gilberto Costa, NURIA FERNANDEZ CASTRO, Eduardo Quitete, Fabiano Cabanas Navarro, Maria Heloisa Barros de Oliveira Frascá, MILLENA BASÍLIO DA SILVA, ABILIANE DE ANDRADE PAZETO, ;15/12/2020;Normas ou Procedimentos do Projeto;Reservada;Concluído;DNP00070020.pdf;PRJ05.15;09/00216;;SIM
#N/D;DPT00010020;Preparação de Material de Referência de amostras de minerais - Inotech service;;;07/01/2020;Proposta de Trabalho do Projeto;Pública;Em preparação;;PRJ05.18;20/00001;;SIM
#N/D;DPT00020020;Preparação de Material de Referência de amostras de minerais - TAFF LOGISTICS PTE LTD;;MARIA ALICE CABRAL DE GOES, ;09/01/2020;Proposta de Trabalho do Projeto;Pública;Em preparação;;PRJ05.18;20/00002;;NÃO
#N/D;DPT00030020;Quantificação de minerais por DRX em rochas sedimentares;Proposta de trabalho para as Faculdades Católicas;REINER NEUMANN, ;10/10/2020;Proposta de Trabalho do Projeto;Reservada;Concluído;DPT-0003-00-20 - Reiner - Universidades Católica.pdf;PRJ02.21;09/00080;;SIM
#N/D;DPT00040020;Avaliação da inertização dos resíduos de rochas ornamentais no processo produtivo da cerâmica vermelha;;Vinícius Gonçalves Pereira, Mirna Aparecida Neves, FRANCISCO WILSON HOLLANDA VIDAL, MONICA CASTOLDI BORLINI GADIOLI, ;10/01/2020;Proposta de Trabalho do Projeto;Reservada;Concluído;DPT00040020_Plano_trabalho_Vinícius_Gonçalves_Pereira(CETEM).pdf;PRJ02.24;09/00054;;SIM
#N/D;DPT00050020;Orçamento de ensaio de agregado rochoso para Vinicius Alves Polinocola;;LEONARDO LUIZ LYRIO DA SILVEIRA, EUNICE DE FREITAS LIMA, ;10/01/2020;Proposta de Trabalho do Projeto;Reservada;Concluído;DPT00050020_Vinicius Polinicola.pdf;PRJ02.19;10/00047;;SIM
#N/D;DPT00060020;Orçamento de ensaio de caracterização tecnológica para Julieta Rachell Silva Calegari;FOMENTO - IFES CAMPUS CACHOEIRO DE ITAPEMIRIM;LEONARDO LUIZ LYRIO DA SILVEIRA, EUNICE DE FREITAS LIMA, ;10/01/2020;Proposta de Trabalho do Projeto;Reservada;Concluído;DPT_00060020_Julieta Rachelle_IFES.pdf;PRJ02.19;10/00047;;SIM
#N/D;DPT00070020;Orçamento de ensaio de caracterização tecnológica para Juliana Peixoto Rufino Gazem de Carvalho;FOMENTO - TERMO DE COOPERAÇÃO COM A UENF Nº 002/2019;LEONARDO LUIZ LYRIO DA SILVEIRA, EUNICE DE FREITAS LIMA, ;10/01/2020;Proposta de Trabalho do Projeto;Reservada;Concluído;DPT_00070020_Juliana Rufino_Uenf.pdf;PRJ02.19;10/00047;;SIM
#N/D;DPT00080020;Caracterização tecnológica de metais presentes em amostras diversas;;ROBERTO CARLOS DA CONCEIÇÃO RIBEIRO, ;13/01/2020;Proposta de Trabalho do Projeto;Pública;Concluído;;PRJ01.23;07/00233;;NÃO
#N/D;DPT00090020;Caracterização tecnológica de metais presentes em amostras de fármacos;;ROBERTO CARLOS DA CONCEIÇÃO RIBEIRO, ;13/01/2020;Proposta de Trabalho do Projeto;Reservada;Concluído;dpt remedios.pdf;PRJ01.23;07/00233;;SIM
#N/D;DPT00100020;Aplicação do moinho vibratório na produção de pós para a indústria cimenteira;;Paulo Fernando Almeida Braga, Fábio de Oliveira Novaes, ;13/01/2020;Proposta de Trabalho do Projeto;Pública;Concluído;DPT00100020.pdf;PRJ05.18;20/00004;;SIM
#N/D;DPT00120020;Caracterização avançada de minérios complexos dos elementos portadores de futuro: terras-raras, lítio e cobalto;Proposta de Trabalho elaborada para o CNPq (Processo: 400034/2020-4).;REINER NEUMANN, ;16/01/2020;Proposta de Trabalho do Projeto;Interna;Submetido;DPT-0012-00-20 - Reiner - CNPq.pdf;PRJ02.20;09/00078;;SIM
#N/D;DPT00130020;Caracterização de concentrado de minério de ferro da CODEMGE.;Proposta de Trabalho Elaborada para a CODEMGE;REINER NEUMANN, CLAUDIO LUIZ SCHNEIDER, ;16/01/2020;Proposta de Trabalho do Projeto;Reservada;Submetido;DPT-0013-00-20 - Reiner - CODEMGE.pdf;PRJ02.21;09/00080;;SIM
#N/D;DPT00140020;Recuperação de zinco a partir de uma lama de alto forno;;CLAUDIO LUIZ SCHNEIDER, ELVES MATIOLO , PATRICK DOS SANTOS ALVES, REINER NEUMANN, ;17/01/2020;Proposta de Trabalho do Projeto;Pública;Concluído;DPT0014-00-20.pdf;PRJ05.18;20/00006;;SIM
#N/D;DPT00150120;Orçamento de ensaio de caracterização tecnológica para a empresa Viquieti Alcantara Mineração Ltda.;;LEONARDO LUIZ LYRIO DA SILVEIRA, EUNICE DE FREITAS LIMA, ;21/01/2020;Proposta de Trabalho do Projeto;Reservada;Concluído;DPT_00150120_Viquieti Mineração_V1.pdf;PRJ02.19;10/00047;;SIM
#N/D;DPT00160020;Elaboração de um Banco de Dados de ensaios de caracterização tecnológica de rochas ornamentais destinadoà especificação em obras civis;;FRANCISCO WILSON HOLLANDA VIDAL, Juliano Tessinari Zagôto, ;22/01/2020;Proposta de Trabalho do Projeto;Reservada;Concluído;DPT00160020Juliano.pdf;PRJ02.24;09/00054;;SIM
#N/D;DPT00170020;Desenvolvimento de ferramentas computacionais para o simulador de polimento de rochas ornamentais (S-PRO)para a Indústria 4.0;;LEONARDO LUIZ LYRIO DA SILVEIRA, Edgard da Cunha Pontes, ;23/01/2020;Proposta de Trabalho do Projeto;Reservada;Concluído;DPT00170020Edgard.pdf;PRJ05.15;11/00216;;SIM
#N/D;DPT00180020;Orçamento de ensaio de caracterização tecnológica para a empresa Nexa Recursos Minerais S.A.;;LEONARDO LUIZ LYRIO DA SILVEIRA, EUNICE DE FREITAS LIMA, ;28/01/2020;Proposta de Trabalho do Projeto;Reservada;Concluído;DPT00180020_Nexa Recursos Minerais.pdf;PRJ02.19;10/00047;;SIM
#N/D;DPT00190020;Orçamento de ensaio de curva granulométrica para Geilma Lima Vieira;Projeto de Fomento - Universidade Federal do Espírito Santo-UFES;LEONARDO LUIZ LYRIO DA SILVEIRA, EUNICE DE FREITAS LIMA, ;29/01/2020;Proposta de Trabalho do Projeto;Reservada;Concluído;DPT_00190020_GEILMA _UFES.pdf;PRJ02.19;10/00047;;SIM
#N/D;DPT00210020;Avaliação do consumo de resina (NCM 3907.30.22) e endurente (NCM 3824.99.39) na produçãode chapas de granito (NCM 6802.93.90),  mármore(NCM 6802.91.00) e quartzito(NCM 6802.99.90) para exportação, para a empresa Decolores Mármores e Granitos do Brasil;;LEONARDO LUIZ LYRIO DA SILVEIRA, EUNICE DE FREITAS LIMA, ;30/01/2020;Proposta de Trabalho do Projeto;Reservada;Concluído;DPT00210020_Laudo_Decolores.pdf;PRJ02.19;10/00048;;SIM
#N/D;DPT00220020;Influência de ultrafinos e suas interações sobre o desempenho da concentração de minério de ferro por flotação;;MARISA BEZERRA DE MELLO MONTE, ;03/02/2020;Proposta de Trabalho do Projeto;Pública;Concluído;DPT0022-00-20 - Marisa Monte.pdf;PRJ05.18;20/00007;;SIM
#N/D;DPT00230020;Orçamento de ensaio de caracterização tecnológica para a empresa CS3 Mármores e Granitos;;LEONARDO LUIZ LYRIO DA SILVEIRA, EUNICE DE FREITAS LIMA, ;03/02/2020;Proposta de Trabalho do Projeto;Reservada;Concluído;DPT_00230020_CS3 Mármores e Granitos.pdf;PRJ02.19;10/00047;;SIM
#N/D;DPT00240020;Estudos de concentração de pirocloro a partir de rejeitos da planta de concentração mineral da NIOBRAS FASE II;;ELVES MATIOLO , HUDSON JEAN BIANQUINI COUTO, ;03/02/2020;Proposta de Trabalho do Projeto;Reservada;Concluído;DPT0024-00-20.pdf;PRJ05.18;20/00008;;SIM
#N/D;DPT00250020;Estudos de concentração de pirocloro a partir da planta de concentração mineral da NIOBRAS FASE II;;ELVES MATIOLO , HUDSON JEAN BIANQUINI COUTO, ;03/02/2020;Proposta de Trabalho do Projeto;Pública;Concluído;DPT0025-00-20.pdf;PRJ05.18;20/00009;;SIM
#N/D;DPT00260020;Levantamento de artigos científicos, trabalhos academicos e normas técnicas relacionados ao projeto “Normatização da utilização do resíduo de beneficiamento de rochas ornamentais em artefatos de cerâmica vermelha e artefatos de concreto à base de cimento;PROGRAMA DE ESTÁGIO SUPERVISIONADO DO CETEM;Marlucia Ribeiro Barbosa Bourguignon, FRANCISCO WILSON HOLLANDA VIDAL, MONICA CASTOLDI BORLINI GADIOLI, ;04/02/2020;Proposta de Trabalho do Projeto;Reservada;Concluído;DPT00260020PROGRAMA-ESTÁGIO-SUPERVISIONADO-CETEM.pdf;PRJ02.24;09/00054;;SIM
#N/D;DPT00270020;Avaliação do consumo de fio diamantado para pedreira (NCM 6804.2119) na produção de blocos de quartzito para exportação (NCM 2516.11.00), para a empresa Mineração Rio Sul Ltda.;;LEONARDO LUIZ LYRIO DA SILVEIRA, EUNICE DE FREITAS LIMA, ;04/02/2020;Proposta de Trabalho do Projeto;Reservada;Concluído;DPT00270020_Laudo_Mineração Rio Sul.pdf;PRJ02.19;10/00048;;SIM
#N/D;DPT00280020;Serviço de preparação de amostra para a empresa SGS Geosol;;MARIA ALICE CABRAL DE GOES, ;06/02/2020;Proposta de Trabalho do Projeto;Pública;Em preparação;DPT 0028-00-20.pdf;PRJ05.18;09/00086;;SIM
#N/D;DPT00290020;Orçamento de ensaio de caracterização tecnológica para a empresa Eco-Barra Ltda.;;LEONARDO LUIZ LYRIO DA SILVEIRA, EUNICE DE FREITAS LIMA, ;07/02/2020;Proposta de Trabalho do Projeto;Reservada;Concluído;DPT00290020_Eco Barra.pdf;PRJ02.19;10/00047;;SIM
#N/D;DPT00300020;Orçamento de ensaio de caracterização tecnológica para a empresa  Mineração Agreste Ltda.;;LEONARDO LUIZ LYRIO DA SILVEIRA, EUNICE DE FREITAS LIMA, ;07/02/2020;Proposta de Trabalho do Projeto;Reservada;Concluído;DPT00300020_Mineração Agreste.pdf;PRJ02.19;10/00047;;SIM
#N/D;DPT00310020;Orçamento de ensaio de caracterização tecnológica para Fernando Cezar Barbosa;;LEONARDO LUIZ LYRIO DA SILVEIRA, EUNICE DE FREITAS LIMA, ;07/02/2020;Proposta de Trabalho do Projeto;Reservada;Concluído;DPT00310020_Fernando Cezar Barbosa.pdf;PRJ02.19;10/00047;;SIM
#N/D;DPT00320020;Caracterização tecnológica de amostras de luvas plásticas;;ROBERTO CARLOS DA CONCEIÇÃO RIBEIRO, ;10/02/2020;Proposta de Trabalho do Projeto;Reservada;Concluído;dpt LUVAS2.pdf;PRJ01.23;07/00233;;SIM
#N/D;DPT00330020;Verificação da preseça de metais usando FRX portatil em conservas de cerejas;;ROBERTO CARLOS DA CONCEIÇÃO RIBEIRO, ;10/02/2020;Proposta de Trabalho do Projeto;Reservada;Concluído;dpt cerejas 2.pdf;PRJ01.23;07/00233;;SIM
#N/D;DPT00340020;Estudos de aplicações de resíduos de ardósia e ardósia expandida;;ROBERTO CARLOS DA CONCEIÇÃO RIBEIRO, ANDREA CAMARDELLA DE LIMA RIZZO, SILVIA CRISTINA ALVES FRANÇA, LUIZ CARLOS BERTOLINO, NURIA FERNANDEZ CASTRO, CLAUDIA DUARTE DA CUNHA, Sandy Sampaio Videira, ;13/02/2020;Proposta de Trabalho do Projeto;Reservada;Concluído;dpt abirochas ardósia.doc;PRJ01.23;07/00233;;SIM
#N/D;DPT00350020;Caracterização por DRX e MEV / EDS;Proposta de Trabalho elaborada para o Profº. Achilles Junqueira Bourdot Dutra.;REINER NEUMANN, ;13/02/2020;Proposta de Trabalho do Projeto;Reservada;Concluído;DPT-0035-00-20 - Reiner - Achilles.pdf;PRJ02.21;09/00080;;SIM
#N/D;DPT00360020;Avaliação do consumo de lâmina de aço (NCM 8202.99.10) e granalha de aço(NCM 7205.10.00) na produção de chapas de granito (NCM 6802.93.90) para exportação, para a empresa Brasilmag Brasil Mármores e Granitos Ltdal;Laudos Drawback;LEONARDO LUIZ LYRIO DA SILVEIRA, EUNICE DE FREITAS LIMA, ;18/02/2020;Proposta de Trabalho do Projeto;Reservada;Concluído;DPT00360020_Laudo_Brasilmag.pdf;PRJ02.19;10/00048;;SIM
#N/D;DPT00380020;Orçamento de ensaio de caracterização tecnológica e análise química para a a empresa Hércules Mineração da Bahia Ltda.;;LEONARDO LUIZ LYRIO DA SILVEIRA, EUNICE DE FREITAS LIMA, ;20/02/2020;Proposta de Trabalho do Projeto;Reservada;Concluído;DPT_00380020_Hércules Mineração.pdf;PRJ02.19;10/00047;;SIM
#N/D;DPT00390020;Estudos de concentração de pirocloro a partir de rejeitos da planta de concentração mineral da Niobras - Fase II;;Elves Matiolo, Hudson Jean Bianquini Couto, ;21/02/2020;Proposta de Trabalho do Projeto;Pública;Concluído;DPT00390020 - Elves Matiolo.pdf;PRJ05.18;20/00011;;SIM
#N/D;DPT00400020;Estudos de concentração de pirocloro a partir  de rejeitos da planta de concentração mineral da Niobras, Fase II -  Proposta Técnica;;Elves Matiolo, Hudson Jean Bianquini Couto, ;21/02/2020;Proposta de Trabalho do Projeto;Pública;Concluído;DPT00400020 - Elves Matiolo.pdf;PRJ05.18;20/00012;;SIM
#N/D;DPT00410020;Preparação de Material de Referência de amostras de minerais - ALS Australian;;MARIA ALICE CABRAL DE GOES, ;27/02/2020;Proposta de Trabalho do Projeto;Pública;Em preparação;;PRJ05.18;20/00013;;NÃO
#N/D;DPT00420020;Preparação de Material de Referência de amostras de minerais - PT. Anindya Wiraputra Konsult;;MARIA ALICE CABRAL DE GOES, ;27/02/2020;Proposta de Trabalho do Projeto;Pública;Em preparação;;PRJ05.18;20/00014;;NÃO
#N/D;DPT00430020;Preparação de Material de Referência de amostras de minerais - KBA;;LUCIANA PEREIRA LEMOS, ;28/02/2020;Proposta de Trabalho do Projeto;Pública;Em preparação;;PRJ05.18;20/00015;;NÃO
#N/D;DPT00440020;Orçamento de ensaio de caracterização tecnológica para a empresa Indústria e Comércio de Pedras Vale Alpino Ltda.;;LEONARDO LUIZ LYRIO DA SILVEIRA, EUNICE DE FREITAS LIMA, ;04/03/2020;Proposta de Trabalho do Projeto;Reservada;Concluído;DPT00440020_Pedras Vale Alpino.pdf;PRJ02.19;10/00047;;SIM
#N/D;DPT00450220;Estudos preliminares para o desenvolvimento de metodologia para determinação do peso de blocos de  rochas ornamentais por meio de técnicas de propagação de ondas ultrassônicas;;LEONARDO LUIZ LYRIO DA SILVEIRA, EUNICE DE FREITAS LIMA, PHILLIPE FERNANDES DE ALMEIDA, ;05/03/2020;Proposta de Trabalho do Projeto;Reservada;Concluído;DPT00450220_Gerdau_VF.pdf;PRJ02.24;09/00054;;SIM
#N/D;DPT00460020;Orçamento de ensaio de caracterização tecnológica para a empresa Ronaldo Brick Santos Eireli Me;;LEONARDO LUIZ LYRIO DA SILVEIRA, EUNICE DE FREITAS LIMA, ;09/03/2020;Proposta de Trabalho do Projeto;Reservada;Concluído;DPT00460020_Ronaldo Brick.pdf;PRJ02.19;10/00047;;SIM
#N/D;DPT00470020;Orçamento de ensaio de caracterização tecnológica para a empresa Stone Fort Indústria e Mineração Ltda.;;LEONARDO LUIZ LYRIO DA SILVEIRA, EUNICE DE FREITAS LIMA, ;09/03/2020;Proposta de Trabalho do Projeto;Reservada;Concluído;DPT00470020_Stone Fort.pdf;PRJ02.19;10/00047;;SIM
#N/D;DPT00480020;Beneficiamento e caracterização mineralógica do caulim de Uberaba;Proposta de Trabalho elaborada para o Sr. Jacob Antônio Salomão;LUIZ CARLOS BERTOLINO, ;09/03/2020;Proposta de Trabalho do Projeto;Reservada;Concluído;DPT-0048-00-20 - Bertolino - Sr. Jacob.pdf;PRJ02.21;09/00080;;SIM
#N/D;DPT00490020;Processamento de minérios, Projeto “Normatização da utilização do resíduo de rochas ornamentais em artefatos de cerâmica vermelha e à base de cimento Portland”;PROGRAMA DE ESTÁGIO SUPERVISIONADO DO CETEM;Maurício Dias Montanaro, FRANCISCO WILSON HOLLANDA VIDAL, KAYRONE MARVILA DE ALMEIDA, ;10/03/2020;Proposta de Trabalho do Projeto;Reservada;Concluído;DPT00490020_Plano_Estágio_Maurício.pdf;PRJ02.24;09/00054;;SIM
#N/D;DPT00500020;Caracterização tecnológica de fios diamantados utilizados em pedreiras para a empresa International Corp Comércio, Exportação e Importação Ltda.;;FRANCISCO WILSON HOLLANDA VIDAL, PHILLIPE FERNANDES DE ALMEIDA, EUNICE DE FREITAS LIMA, ;11/03/2020;Proposta de Trabalho do Projeto;Reservada;Concluído;DPT00500020_Rex_Diamond.pdf;PRJ02.24;09/00054;;SIM
#N/D;DPT00510020;Identificação das principais causas de mudanças cromáticas de chapas de rochas ornamentais e  proposição de medidas mitigadoras;;Vitor Roberto Schettino, LEONARDO LUIZ LYRIO DA SILVEIRA, ;11/03/2020;Proposta de Trabalho do Projeto;Reservada;Concluído;DPT00510020plano_trabalho-Vitor.pdf;PRJ05.15;11/00216;;SIM
#N/D;DPT00520020;Colaboração no Projeto de Desenvolvimento de Norma para Rochas Artificiais e Vidros Utilizando Resíduos do Processamento de Rochas Ornamentais;PROGRAMA DE ESTÁGIO SUPERVISIONADO DO CETEM;MONICA CASTOLDI BORLINI GADIOLI, Caio Ferraz Marques, ;12/03/2020;Proposta de Trabalho do Projeto;Reservada;Concluído;DPT00520020PLANO-DE-TRABALHO-CAIO-ESTAGIÁRIO.pdf;PRJ05.15;13/00154;;SIM
#N/D;DPT00530020;Preparação de Material de Referência de amostras de minerais - Sarmin Bauwite Guinée;;MARIA ALICE CABRAL DE GOES, ;12/03/2020;Proposta de Trabalho do Projeto;Pública;Em preparação;DPT 0053-00-20 Eng_Sarmin-FACC.pdf;PRJ05.18;20/00020;;SIM
#N/D;DPT00540020;Orçamento de ensaio de análise básica - corretivo (CAO %, MGO %, PRNT, PN, Umidade e granulometria) para a empresa Mineração Nemer Ltda.;;LEONARDO LUIZ LYRIO DA SILVEIRA, EUNICE DE FREITAS LIMA, ;12/03/2020;Proposta de Trabalho do Projeto;Reservada;Concluído;DPT00540020_NEMER.pdf;PRJ02.19;10/00047;;SIM
#N/D;DPT00550020;Caracterização mineralógica de minério laterítico da empresa Terra Brasil Fertilizantes;Proposta de Trabalho elaborada para a Terra Brasil Fertilizantes.;LUIZ CARLOS BERTOLINO, ;12/03/2020;Proposta de Trabalho do Projeto;Reservada;Concluído;DPT-0055-00-20 - Bertolino - Terra Brasil Fertilizantes.pdf;PRJ02.21;09/00080;;SIM
#N/D;DPT00560020;Beneficiamento e caracterização mineralógica de amostras de minérios da Vivix – Vidros Planos;Proposta de Trabalho elaborada para a empresa Vivix – Vidros Planos.;LUIZ CARLOS BERTOLINO, ;16/03/2020;Proposta de Trabalho do Projeto;Reservada;Concluído;DPT-0056-00-20 - Bertolino - Vivix Vidros Planos.pdf;PRJ02.21;09/00080;;SIM
#N/D;DPT00570020;Orçamento de ensaio de caracterização tecnológica para Elaine Aparecida Santos Carvalho Costa;PROJETO FOMENTO - UENF);LEONARDO LUIZ LYRIO DA SILVEIRA, EUNICE DE FREITAS LIMA, ;16/03/2020;Proposta de Trabalho do Projeto;Reservada;Concluído;DPT_00570020_Elaine Santos Uenf.pdf;PRJ02.19;10/00047;;SIM
#N/D;DPT00590020;Orçamento de ensaio de análise química para a empresa Fardin Pedras;;LEONARDO LUIZ LYRIO DA SILVEIRA, EUNICE DE FREITAS LIMA, ;17/03/2020;Proposta de Trabalho do Projeto;Reservada;Concluído;DPT_00590020_Fardim Pedras.pdf;PRJ02.19;10/00047;;SIM
#N/D;DPT00610020;Orçamento de ensaio de caracterização tecnológica para a empresa Carlos Silva & Lima Silva Ltda ME;;LEONARDO LUIZ LYRIO DA SILVEIRA, EUNICE DE FREITAS LIMA, ;23/04/2020;Proposta de Trabalho do Projeto;Reservada;Concluído;DPT_00610020_Carlos Silva.pdf;PRJ02.19;10/00047;;SIM
#N/D;DPT00620020;Orçamento de ensaio de caracterização tecnológica para a empresa Braspedra Ltda.;;LEONARDO LUIZ LYRIO DA SILVEIRA, EUNICE DE FREITAS LIMA, ;05/05/2020;Proposta de Trabalho do Projeto;Pública;Concluído;DPT00620020_Braspedra.pdf;PRJ02.19;10/00047;;SIM
#N/D;DPT00630020;Preparação de Material de Referência de amostras de minerais - Graham B Jackson (Aust) Pty Ltd;;MARIA ALICE CABRAL DE GOES, ;12/02/2020;Proposta de Trabalho do Projeto;Pública;Em preparação;;PRJ05.18;20/00023;;NÃO
#N/D;DPT00640020;Preparação de Material de Referência de amostras de minerais - LGC Standards 2;;MARIA ALICE CABRAL DE GOES, ;12/05/2020;Proposta de Trabalho do Projeto;Pública;Em preparação;;PRJ05.18;20/00024;;NÃO
#N/D;DPT00650020;Preparação de Material de Referência de amostras de minerais - SGS Geosol;;MARIA ALICE CABRAL DE GOES, ;12/05/2020;Proposta de Trabalho do Projeto;Pública;Em preparação;;PRJ05.18;20/00022;;NÃO
#N/D;DPT00660020;Preparação de Material de Referência de amostras de minerais - LGC Standards Alemanha;;MARIA ALICE CABRAL DE GOES, ;12/05/2020;Proposta de Trabalho do Projeto;Pública;Em preparação;;PRJ05.18;20/00021;;NÃO
#N/D;DPT00670020;Preparação de Material de Referência de amostras de minerais - Pilarmed;;MARIA ALICE CABRAL DE GOES, ;12/05/2020;Proposta de Trabalho do Projeto;Pública;Em preparação;;PRJ05.18;20/00025;;NÃO
#N/D;DPT00680020;Orçamento de ensaio de caracterização tecnológica para a empresa S&C Gran Mineração Ltda.;;LEONARDO LUIZ LYRIO DA SILVEIRA, EUNICE DE FREITAS LIMA, ;14/05/2020;Proposta de Trabalho do Projeto;Pública;Concluído;DPT00680020_S&C Gran Mineração.pdf;PRJ02.19;10/00047;;SIM
#N/D;DPT00690020;Orçamento de ensaio de caracterização tecnológica para a empresa J. C. de Oliveira Eireli (Mineração São Francisco);;LEONARDO LUIZ LYRIO DA SILVEIRA, EUNICE DE FREITAS LIMA, ;14/05/2020;Proposta de Trabalho do Projeto;Reservada;Concluído;DPT00690020_Mineração São Francisco.pdf;PRJ02.19;10/00047;;SIM
#N/D;DPT00700020;"Quantificação do consumo de disco diamantado (NCM 6804.21.90), na produção de chapas de granito para exportação (NCMS 6802.23.00; 6802.29.00 E 6802.99.90), para a empresa Granitos S/A. (Laudo de Drawback de disco diamantado)";;LEONARDO LUIZ LYRIO DA SILVEIRA, EUNICE DE FREITAS LIMA, ;20/05/2020;Proposta de Trabalho do Projeto;Reservada;Concluído;DPT00700020_Laudo_Granos.pdf;PRJ02.19;10/00048;;SIM
#N/D;DPT00710020;Orçamento de ensaio de agregados rochosos para a empresa J. C. de Oliveira Eireli (Mineração São Francisco);;LEONARDO LUIZ LYRIO DA SILVEIRA, EUNICE DE FREITAS LIMA, ;20/05/2020;Proposta de Trabalho do Projeto;Reservada;Concluído;DPT00710020_Mineração São Francisco_AR.pdf;PRJ02.19;10/00047;;SIM
#N/D;DPT00720020;Preparação de Material de Referência de amostras de minerais - LGC Standards 3;;MARIA ALICE CABRAL DE GOES, ;08/06/2020;Proposta de Trabalho do Projeto;Pública;Em preparação;;PRJ05.17;20/00026;;NÃO
#N/D;DPT00730020;Preparação de Material de Referência de amostras de minerais - LGC Standards 4;;MARIA ALICE CABRAL DE GOES, ;08/06/2020;Proposta de Trabalho do Projeto;Pública;Em preparação;;PRJ05.17;20/00028;;NÃO
#N/D;DPT00740020;Preparação de Material de Referência de amostras de minerais - LGC Standards 5;;MARIA ALICE CABRAL DE GOES, ;08/06/2020;Proposta de Trabalho do Projeto;Pública;Em preparação;;PRJ05.17;20/00028;;NÃO
#N/D;DPT00750120;Orçamento de ensaio de caracterização tecnológica para a empresa Basalto São Cristóvão Ltda.;;LEONARDO LUIZ LYRIO DA SILVEIRA, EUNICE DE FREITAS LIMA, ;16/06/2020;Proposta de Trabalho do Projeto;Pública;Concluído;DPT00750120_Basalto São Cristóvão.pdf;PRJ02.19;10/00047;;SIM
#N/D;DPT00760020;Orçamento de ensaio de agregados rochosos para a empresa Granorte S/A;;LEONARDO LUIZ LYRIO DA SILVEIRA, EUNICE DE FREITAS LIMA, ;24/06/2020;Proposta de Trabalho do Projeto;Reservada;Concluído;DPT00760020_Granorte.pdf;PRJ02.19;10/00047;;SIM
#N/D;DPT00770020;Projeto de inovação tecnológica para a empresa Decolores Mármores e Granitos do Brasil Ltda.;;LEONARDO LUIZ LYRIO DA SILVEIRA, PHILLIPE FERNANDES DE ALMEIDA, ;26/06/2020;Proposta de Trabalho do Projeto;Reservada;Em revisão;DPT 00770020_PIT_Decolores.pdf;PRJ02.24;09/00054;;SIM
#N/D;DPT00790020;Orçamento de ensaio de caracterização tecnológica para a empresa Super Clássico Comércio, Importação e Exportação Ltda (Ensaios de caracterização);;LEONARDO LUIZ LYRIO DA SILVEIRA, EUNICE DE FREITAS LIMA, ;06/07/2020;Proposta de Trabalho do Projeto;Reservada;Concluído;DPT00790020_Super Clássico.pdf;PRJ02.19;10/00047;;SIM
#N/D;DPT00800020;Preparação de Material de Referência de amostras de minerais - Itak;;MARIA ALICE CABRAL DE GOES, ;07/07/2020;Proposta de Trabalho do Projeto;Pública;Em preparação;;PRJ05.18;20/00029;;NÃO
#N/D;DPT00810020;Orçamento de ensaio de caracterização tecnológica para a empresa Vitória Stone S.A (Ensaios de Caracterização);;LEONARDO LUIZ LYRIO DA SILVEIRA, EUNICE DE FREITAS LIMA, ;16/07/2020;Proposta de Trabalho do Projeto;Reservada;Concluído;DPT00810020_Vitoria Stone.pdf;PRJ02.19;10/00047;;SIM
#N/D;DPT00820020;Estudo da interação de dois sistemas de flotação de minério de ferro –amida-amina e etherdiamina com goethita,  caulinita, hematita e quartzo;;Julio Cesar Guedes Correia, ;21/07/2020;Proposta de Trabalho do Projeto;Pública;Concluído;DPT00820020 - JULIO GUEDES.pdf;PRJ05.18;09/00086;;SIM
